relative_path,page,chars,words,images,drawings,flags,excerpt
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,14,634,46,2,79,,0 5000 10000 15000 20000 25000 2002 2003 2004 2005 2006 上下限学费（应用数学专业） 南京某大学上限学费 南京某大学下限学费 武汉某大学上限学费 武汉某大学下限学费 重庆某大学上限学费 重庆某大学下限学费 GDP 图二 东中西部三所高校应用数学专业的标准学费和上下限学费 根据如图二，三所高校应用数学专业的
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,15,606,51,2,58,,教育财政拨款占GDP 的比重偏低，教育财政拨款占GDP 的比重大致维持在3%左右， 而主要市场经济国家教育财政拨款占 GDP 比例年平均值大体在4％-6％之间。因此我国 教育财政拨款相对于主要市场经济国家而言是偏低的。 图四 教育财政拨款占GDP 的比重 由此可以得出以下结论和建议： 结论：人均GDP 的快速增长体现出国家综合实力的大幅度提高，而国家投入到高
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,16,1490,208,1,32,,八 模型的推广与改进 8.1 模型一和模型二可以适用于任何高校，任何专业，任何学历 本文在求解模型一和模型二时，考虑求解规模大小的问题，仅选取三所高校、两个 专业为例。但根据已收集到的全国及各省居民消费水平绝对值等数据，用同样的方法对 模型进行求解，可以方便的计算出任何高校，任何专业的标准学费及上下限学费。此外， 通过调整学历系数也可推广到专科、硕士甚至博士
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,17,1072,119,1,0,,1 2 β β ε = × + × 标准学费 上限学费 下限学费 T T T + （14） ε 为误差量 其中， 1 β 、 2 β 为待估计的参数 建立线性回归模型来拟合经验公式，并进行显著性分析和检验。此经验公式方便简 单快速有效易行，对于快速估算该普通高等教育学校的标准学费极具价值。 九 模型的优缺点及改进 9.1 模型的评价 9.1.1 模型的优点 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,18,313,18,51,45,,图六 CUSEE 的收费树图 十 写给高层部门的一份报告 尊敬的领导： 您好！ 高等教育事关高素质人才培养、国家创新能力增强以及和谐社会建设的大局。 根据建模分析的结果，我国普通高校的实际情况，本人认为加强和规范我国普通高 等学校的学费管理，防止高校学费过快增长，在实践中检验此种理论的可行性，然后再 决定是否推广到全国。提出以下几点建议： 1、增加国家财政对
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,19,1249,114,1,34,references,确定必须考虑居民的承受能力。 3、由于区域差异对标准学费影响显著，故高等教育以及收费价格可以按区域性划 分，而不必一刀切。本人建议国家根据东西部区域差异制定学费，先进行普通高等学校 试点实验，然后再决定是否向全国推广。 4、政府可规定学费标准的上限学费和下限学费，学校有权在一定区间变动。 5、向社会定期公布标准学费、上下限学费，以及学费的计算公式和提供权威的
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,20,2437,397,1,483,appendix,1997 10665.99 8349.96 2090 4.35 3966.23 3.34 7.65 6053 1998 13990.8 11019.76 2162 4.3 4107.26 3.29 6.57 6392 1999 15231.24 11853.74 2210 4.25 4363.78 3.28 5.58 6534 2000 15974.32 1
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,21,1456,176,1,61,,甘肃 1612 1650 1734 1839 1975 2171 2460 3453 3810 青海 2047 2050 2255 2443 2644 2895 3183 3888 4229 宁夏 1947 2014 2290 2384 2583 2927 3404. 4413 5112 新疆 2745 2936 2650 2882 3150 3237 33
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,22,1250,157,1,0,,"// 平均每户家庭人口 double country_people[5] = {4.4, 4.1, 4.08, 4.08, 4.05}; double city_people[5] = {3.2, 3.13, 3.1, 3.1, 3.09}; // 生均事业性经费支出 double other_money[5] = {12394.32, 12147.76, "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,23,1216,138,1,0,,"fout << 2002+z << ""年标准学费:"" << tutor_money << "" ""; float max_money = country_money[z]*country_people[z]*(1-city_per[z]) + city_money[z]*city_people[z]*city_per[z]; cout << ""上限学费:"" <"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,24,1454,166,1,0,,"22 double shenghuofei[5] = {4106, 4411, 4925, 5463, 6114}; // 标准生均成本 double biaozhun[5] = {15119.56, 14962.77, 14928.92, 15025.47, 15332.8}; // 利率 double interest_rate[5] = {0.0504"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,1,874,44,1,11,references,"2008 高教社杯全国大学生数学建模竞赛 承 诺 书 我们仔细阅读了中国大学生数学建模竞赛的竞赛规则. 我们完全明白，在竞赛开始后参赛队员不能以任何方式（包括电话、电子邮 件、网上咨询等）与队外的任何人（包括指导教师）研究、讨论与赛题有关的问 题。 我们知道，抄袭别人的成果是违反竞赛规则的, 如果引用别人的成果或其他 公开的资料（包括网上查到的资料），必须按"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,2,291,21,1,59,,2008 高教社杯全国大学生数学建模竞赛 编 号 专 用 页 赛区评阅编号（由赛区组委会评阅前进行编号）： 赛区评阅记录（可供赛区评阅时使用）： 评 阅 人 评 分 备 注 全国统一编号（由赛区组委会送交全国前编号）： 全国评阅编号（由全国组委会评阅前进行编号）： 数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,3,1217,59,1,0,abstract,1 高等教育学费标准探讨 摘要 教育是关系国计民生的大事，本文建立了教育-社会贡献转化优化规划模型， 贫困生生活质量改善优化规划模型和助学补助函数模型来对高等教育学费标准 进行探讨。 文中首先对2006 年中国教育公报历史数据进行因子分析，根据不同省份的 地方政府生均拨款、培养费用的总量和增长比例，得到省份的综合实力得分排名 和发展潜力得分排名，初步得到各个
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,4,1176,57,1,0,,一 问题的重述 1.1 背景资料： 高等教育事关高素质人才培养、国家创新能力增强、和谐社会建设的大局， 因此受到党和政府及社会各方面的高度重视和广泛关注。培养质量是高等教育的 一个核心指标，不同的学科、专业在设定不同的培养目标后，其质量需要有相应 的经费保障。高等教育属于非义务教育，其经费在世界各国都由政府财政拨款、 学校自筹、社会捐赠和学费收入等几部分组成
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,5,878,33,2,0,,2 有良好的社会口碑，得到国家和政府的财政补贴相对较多，会更加注重学生的质 量和学习能力，而民办学校或者一般本科则更看重学生的经济条件，学杂费对学 校的正常运转有不可忽略的作用。 中央政府对教育的持续投资，对大学生实行奖学金，助学金和银行贷款补助， 重视科学技术作为第一生产力，实行科教兴国战略。国家对教育支持的经费主要 来自税收，取之于民用之于民。但是培养人
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,6,899,33,2,0,,3 费，高收入者的支付减少，穷人的状况变坏，加剧贫富悬殊。社会团体和公民个 人办学主要是作为一种长期稳定投资，更关注收益，追求利润最大化，私立学校 自负盈亏，会提高最低学费，增加学生的负担。社会捐资和集资办学经费，来源 有限，资金运转很容易出现短缺，教学质量难以保证。而其他教育经费所占的比 例很小，影响不大。 通过对这几类因素进行聚类分析和因子，讨论当前不同
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,7,1133,77,1,0,,4 育作为准公共物品，处于垄断竞争市场中，容易引发逆向选择和“公地悲剧”， 因此学费需要政府和居民户来共同承担，兼顾高校的经济效益，达到最优决策， 各方面的满意度最大。但考虑城乡居民收入差距扩大化，政府必须对困难户进行 合适补贴，推行奖学金，助学金，助学贷款，减轻困难户的负担，提高其接受教 育的积极性，同时又要防止困难户对政府的过度依赖。 根据模型所得到结果
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,8,955,91,1,0,,5 模型２的符号说明 五 模型的建立和求解 5.1 宏观数据内在规律的探讨 5.1.1 地方政府的教育财政支出综合实力分析 预算内教育经费体现政府对教育的支持程度，经费越多，则教育事业的发展 前景就越好；政府的对大学生培养人均花费的教育事业费用和公用费用能够减轻 家庭教育费用的负担，加快教育的普及程度；教职工工资体现该地区教育质量水 平，高工资往往能够留住高
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,9,1452,179,1,294,appendix,6 教育综合实力因子如表1 所示： 表1 地方政府的教育财政支出综合实力 年份：2006 城市 预算内教育 经费（亿元） 大学生人均预算内 教育事业费（元） 大学生人均预算 内公用经费（元） 教育职工工资 总额（亿元） 北京 250.14 18228.36 11389.27 139.51 天津 95.22 9158.63 4458.83 47.07 河北 2
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,10,1346,175,1,373,,7 镖2 地区教育综合实力得分情况 地区 综合得分 地区 综合得分 地区 综合得分 广东省 1.876009 云南省 -0.07961 西藏自治 -0.4435 北京市 1.83102 福建省 -0.12958 新疆维吾 -0.45726 江苏省 1.003412 湖南省 -0.1317 重庆市 -0.4619 浙江省 0.969058 湖北省 -0.191
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,11,1444,196,1,636,appendix,8 福建 -1.09 21.83 -0.2 -7.97 -18.75 江西 7.44 20.63 -0.39 0.6 -19.52 山东 2.6 18.76 -0.96 5.52 7.75 河南 -0.63 22.29 -1.08 20.41 46.33 湖北 -22.54 19.21 -1.85 26.12 35.43 湖南 0.1 18.37 -0.5 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,12,1277,172,1,257,,9 最后可以得到地方政府的教育财政支出最具发展前景前五名的城市为宁夏， 青海，四川，甘肃，河北。还需要引起政府高度重视前五名的地区为西藏，海南， 福建，湖北，广西。 5.2 基于数据的深度挖掘的进一步分析 5.2.1 基于不同类别代表省份高校平均学费与家庭年收入的关系分析 根据表5 给出2003 年我国高校平均学费占家庭年收入的比例的数据，用统 计软件SAS
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,13,962,86,1,8,,10 表7 等方差检验和均值相等检验结果 F-检验 双样本方差分析 城镇家庭 农村家庭 平均 19.3444828 43.3462069 方差 16.0049042 201.5573744 观测值 29 29 df 28 28 F 0.0794062 P(F<=f) 单尾 1.0837E-09 F 单尾临界 0.5313272 t-检验: 双样本异方差假设 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,14,749,36,2,0,,11 图5 类间平均距离聚类法分类结果 根据谱系聚类法的统计量中的R 2统计量，半偏相关统计量，伪F 统计量和伪 t 2统计量决定分为3 类最为合适。分析结果整理如下： 城乡居民家庭对高校学费承受能力最高的省市地区为：北京，上海； 城乡居民家庭对高校学费承受力相对比较高的省市地区为：江苏、浙江、河 南，广东，山东； 城乡居民家庭对高校学费承受力相对比较低的省
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,15,939,95,22,188,,12 图3 学费走廊构造模型 而国家需要助学的调动情况就在这里面波动，这样就会很清晰地找到各个 地区补助情况，也很清晰地了解到该地区的经济收入情况，更好地为那个地区改 变学费的标准提供指标。图中可以知道，当学校的学费最低标准和所有家庭的承 受学费能力差距越大，那么“学费走廊”就越宽，说明国家需要补助的费用就越 大，教育问题就越突出，学校的学费最低标准和所有家
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,16,831,94,2,91,,13 表9 代表性地区平均可承受学费的资助情况（单位：元） 地区 现行学 费下限 现行学 费上限 100%农村家庭 平均能够承受 学费费用 100%城镇家庭 平均能够承受 的学费费用 农村需要 的补助 城镇需 要的补助 上海 5000 5000 3635 5147 1365 -147 北京 4200 5500 4653 6127 -453 -1927 广东 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,17,956,154,1,5,,14 国家社会从整体发展利益出发总是愿意为优秀院校的学生承担更多的教育 成本。考虑到教育效率和收益，必须保证个人实际缴纳的学费不应低于个人应承 担的基本教育成本，即 4 i j i X C λ ≥ ；同时个人分配到的教育经费不应低于其所在 专业的国家人均培养经费，即 ij j i ij F r C n ≥ − 。因而需要满足的约束条件： 4 i j i ij
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,18,982,145,1,3,,15 4 1 1 1 0 s.t. i j i ij j i ij ij ij ij i ij ij X C F r C n F X F C n F Q λ η λ ≥ ≥ − ≥0 ≥ ≤ ≤ ∑∑ ⎧ ⎪ ⎪ ⎪ ⎪ ⎪⎪⎨ ⎪ ⎪ ⎪ ⎪ ⎪ ⎪ ⎩ 1.2 对社会未来贡献的教育转化数学模型 （1）社会贡献率指标 由于教育到社会贡献的转化除了与专业有关
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,19,1212,146,1,203,appendix,16 ijq 表示学生就读第j 批院校专业i 平均可实现的社会贡献率； 这就是教育对社会未来贡献的转化模型。 1.3 教育—社会贡献转化的优化规划模型。 无论是国家社会还是家庭个人，对教育的投资都是着眼于社会的未来发展 的。因此，国家社会的教育资助与个人学费标准问题可以归纳为以教育转化成的 社会贡献最大为目标，承担责任分配原则为约束条件的优化规划模型，结合模
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,20,1332,97,1,202,,17 各类别院校各类专业应该分配到的用于教学部分的国家拨款和社会资助： （单位： 万元） 专业类别 第一批 第二批 第三批 文史 5365.26 19548.35 16170.41 语言 8847.07 41481.96 49142.97 医学 50737.70 76121.35 78730.40 理学 142182.60 456474.70 682102.
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,21,908,124,1,1,,18 谐发展。 4) 国家的总助学金应保留一部分用于贫困生的应急处理，提供社会保障。 下面在模型1 的基础上建立贫困生质量改善优化模型对国家助学金补助标 准进行定量分析。 （2）模型的建立 国家助学金补助是以改善贫困生生活质量为目的，在一定的原则下对助学进 行分配。在国家补助下对学生生活质量的改善可以用学生上学后，家庭可支配收 入占原来的比率来表示，所以总体
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,22,1132,191,1,292,,19 生奋发图强的贫困生奖学金； 由实际情况有 0 ijb ≥ 综上所述，分配原则可用数学模型的约束条件表示为： 1 0 0 2 . . 0 i j ij ij ij ij h x b x f s t b d m b Q η ⎧ ≤ ≤ + ⎪ ≤ ≤ ⎨ ⎪ ≤ ⎩ ∑∑ 所以建立的贫困生生活改变优化规划模型为 2 1 0 0 2 max . . 0 ij
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,23,1149,156,1,512,,20 信息 1468.00 1802.44 2319.85 农林 1338.47 1462.18 1640.80 生物 1636.90 1751.00 1864.04 管理 813.31 979.62 1009.15 经济 914.88 1113.77 1065.30 教育 990.89 967.94 1059.20 艺术 1367.00 1503.27 1
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,24,657,56,2,0,,21 图４ 国家补助与学生学费和家庭收入收入关系图 模型Ⅲ 助学补助函数模型 模型Ⅰ中给出了不同院校类别，不同专业的39 种价格不同的学费标准；模 型Ⅱ求出了不同家庭收入的贫困生就读不同价格专业时可获得的国家助学补助， 但是这样在查找应给与贫困生多少助学金时较为麻烦。如果能够给出国家助学补 助 ij b 与贫困生家庭收入 ia 和学费标准 j X 之间的一个
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,25,947,125,1,2,,22 （2）模型的建立 虽然国家助学补助的函数关系式是不明确的但是根据助学补助分配原则1）， 有两点应该需要满足的相关关系： A.学费越高，得到的助学学费补助率(助学金与学校比率)越大。 B.家庭收入越低，学费支付率(学费与家庭收入比率)越小。 根据明确点A 可以得到： 1 2 ij j j b k X k x ∂ = + ∂ 根据明确点B 可以得到： 3 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,26,1011,51,1,0,,23 六 模型的评价 6.1 模型的优点 （1） 模型建立的原始数据均来自中国统计局网站，准确率高，有很好的权威性， 对全国不同省份进行宏观深度数据挖掘，采用成熟的统计软件SAS 编程求 解，可行度高。 （2） 用因子分析综合评价不同省份的优势和劣势，得到整体的认识；再根据聚 类分析抽取典型城市进一步分析，由一般到特殊，建立学费价格走廊模型， 进一步探讨居民
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,27,1107,65,1,15,references|appendix,24 国家和社会投入为主，家庭也需要承担一定的比例。根据我们的模拟结果发现目 前，文科的学费普遍偏高，理科专业则偏低，另外第二批专业也有普遍偏低现象； 而农林类专业和生物类专业享有国家特别的照顾。 考虑到贫困学生的家庭承受能力，国家和社会应给予补助，帮助其顺利完成 学业。但是补助不能盲目补助，需要有一定的依据，国家在给予贫困生助学时应 遵循如下原则： (1)
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,28,1252,175,1,287,,25 北京市 250.14 18228.36 11389.27 139.51 天津市 95.22 9158.63 4458.83 47.07 河北省 230.21 3625.97 974.93 134.03 山西省 145.99 3939.48 1128.57 81.09 内蒙古自 治区 113.56 4109.84 889.36 70.90 辽宁省 221
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,29,1627,347,1,394,,26 RUN; PROC CLUSTER DATA=A METHOD=AVE STD PSEUDO CCC OUTTREE=B; VAR X1‐X4; ID CITY; PROC TREE DATA=B HORIZONTAL GRAPHICS; RUN; 聚类分析的主要结果及分析 Cluster History NCL Clusters Joined FRE
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,30,681,89,2,474,,27 2 CL5 CL3 29 0.179 0.256 0.475 -3.3 10 8.7 1.115 1 CL2 CL12 31 0.2559 0 0 0 . 10 1.5801 图9.1 聚类结果树形图 因子分析的主要结果及分析： 提取前两个因子进行分析，累计贡献率达到97.78%，其中第一个因子的贡 献率为57.53%，第二个因子的贡献率为40.25%
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,31,951,115,1,729,,28 Orthogonal Transformation Matrix 1 2 3 4 4 0.00217 0.01476 -0.02986 -0.99944 Rotated Factor Pattern Factor1 Factor2 Factor3 Factor4 X1 0.98146 0.14524 0.00665 0.12486 X2 0.04373
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,32,1423,225,1,593,,29 广东省 2.85614 0.54862 黑龙江省 -0.2328 -0.4181 青海省 -1.3425 0.22993 贵州省 -0.5451 -0.4428 浙江省 1.51341 0.2282 陕西省 -0.2505 -0.4523 宁夏回族 -1.3365 0.01941 湖北省 -0.0115 -0.4627 云南省 -0.0723 -0.0
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,33,1157,217,1,308,,30 云南 6.4 19.86 0.55 -4.33 12.07 西藏 -35.12 -8.61 -2.38 -16.79 -36.2 陕西 12.97 43.1 1.66 5.57 -1.28 甘肃 8.85 30.17 1.02 18.98 58.23 青海 24.09 34.36 0.89 22.94 -7.39 宁夏 -2.58 18.36 -0.3
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,34,1169,231,1,271,,31 20 CL21 CL22 9 0.0059 0.978 . . 25.8 3.3 0.2896 19 福建 江西 2 0.0032 0.975 . . 25.9 . 0.3087 18 山西 安徽 2 0.0037 0.971 . . 25.8 . 0.3331 17 CL20 CL19 11 0.0092 0.962 . . 22.1 3.8 0.3
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,35,625,70,2,393,,32 因子分析的主要结果： 提取前3 个因子作为分析的参考标准，累计贡献率为89.85%，其中第一个 因子的贡献率为46.07%，第二个因子的贡献率为34.93%，第三个因子的贡献 率为8.86%。前两个因子的贡献率差距不大，需要综合考虑。 Eigenvalues of the Correlation Matrix: Total = 5 Average = 
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,36,774,95,1,743,,33 Orthogonal Transformation Matrix 1 2 3 4 2 0.95355 -0.06358 -0.27607 0.10238 3 0.23877 -0.41039 0.74611 -0.46679 4 -0.06460 -0.57127 0.20244 0.79278 Rotated Factor Pattern Facto
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,37,1160,145,1,453,,34 Standardized Scoring Coefficients Factor1 Factor2 Factor3 Factor4 X1 -0.0194364 1.26136704 -0.4348818 -0.6716572 X2 -0.0947378 -0.0925083 0.07763734 1.13766073 X3 0.09174837 -0.
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,38,223,24,1,34,,35 陕西省 -0.3677 0.52714 1.79618 甘肃省 1.12428 0.05905 0.81574 青海省 0.19782 2.41254 0.74187 宁夏回族 3.37832 -0.3058 1.03931 新疆维吾 0.75129 0.33598 -1.4887 数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,39,965,154,1,241,,36 9.3 模型1 的相关程序及结果 表1 广东高等教育信息数据 注：数据来源http://zhidao.baidu.com/question/68924243.html 表2 广东各批院校不同专业的现行收费标准 注：数据来源《广东省2006 年高等学校招生专业目录》 专业类别 第一批 第二批 第三批 文史 4560 3800 4400 语言 5160 3
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,40,1700,160,1,0,,37 模型1 的程序 [xfbz.m] clear all; a=[20000 0.0020 0.0066 0.0056 0.0565 20010 0.0031 0.0138 0.0167 0.0678 32090 0.0102 0.0158 0.0167 0.0930 28000 0.0326 0.1054 0.1785 0.0847 31200 0.03
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,41,1081,75,1,0,,38 disp(' ') disp(' ') disp('各类别院校各类专业应该分配到的用于教学部分的国家拨款和社会资助： （单位：万元）') disp('专业类别 第一批 第二批 第三批 ') disp(play22) 模型2 和模型3 的程序 [Un.m] clear all;clc; xfbz; a2=[5000 12500 17500 22500];
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,42,1102,80,1,0,,"39 ') disp(play13) %家庭年均收入为5000 元～10000 元 play13=[c play3(:,:,2)]; disp(' ') disp('2.家庭年均收入为5000 元～10000 元的各专业学生应该获得的国家补贴如 下：（单位：元）') disp('专业类别 第一批 第二批 第三批 ') disp(play13) %家庭年均收入"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,43,144,9,1,0,,"40 disp(pl1) disp('拟合方程如下：') pl2=sprintf('国家补助＝(%d)×学费×家庭收入＋(%d)×学费＋(%d)×家庭收入 +(%d)',k); disp(pl2) 数学中国 www.madio.net 微信公众号：科研交流"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,1,800,45,1,11,references,"2008 高教社杯全国大学生数学建模竞赛 承 诺 书 我们仔细阅读了中国大学生数学建模竞赛的竞赛规则. 我们完全明白，在竞赛开始后参赛队员不能以任何方式（包括电话、电子邮 件、网上咨询等）与队外的任何人（包括指导教师）研究、讨论与赛题有关的问 题。 我们知道，抄袭别人的成果是违反竞赛规则的, 如果引用别人的成果或其他 公开的资料（包括网上查到的资料），必须按"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,2,289,21,1,53,,2008 高教社杯全国大学生数学建模竞赛 编 号 专 用 页 赛区评阅编号（由赛区组委会评阅前进行编号）： 赛区评阅记录（可供赛区评阅时使用）： 评 阅 人 评 分 备 注 全国统一编号（由赛区组委会送交全国前编号）： 全国评阅编号（由全国组委会评阅前进行编号）： 数学中国 www.madio.net 微信公众号：科研交流
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,3,1095,47,1,0,abstract,高等教育学费标准的探讨 摘要：本文根据我国高等教育发展的实际需要，探讨高等教育学费标准的制定问 题。在对相关数据进行收集并用数据挖掘的知识对数据进行分析的基础上，首先 通过建立学费规律模型找到当前学费制定的标准，然后建立学费评价模型对原有 学费标准进行评价，接着提出学费寻优模型找出最佳学费价格，并结合此模型建 立学费控制模型对最佳学费价格进行调控，最后再给有
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,4,1167,43,1,0,,1． 问题的重述 高等教育事关高素质人才培养、国家创新能力增强、和谐社会建设的大局， 因此受到党和政府及社会各方面的高度重视和广泛关注。培养质量是高等教育的 一个核心指标，不同的学科、专业在设定不同的培养目标后，其质量需要有相应 的经费保障。高等教育属于非义务教育，其经费在世界各国都由政府财政拨款、 学校自筹、社会捐赠和学费收入等几部分组成。对适合接受高等教
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,5,381,23,22,7,,社会收益的多少直接关系到政府对高等教育投资的多少，也间接对学费的多少造 成影响。 图1 影响学费价格因素 2.2 各类学校学费及各专业学费差异分析 我们将学校分成一本，二本，大专三类，把专业分成理工类、文科类、艺术 类三类。分析这些不同类学校，不同类专业的历年学费值，有： 图2 不同类学校的平均学费 图3 不同专业的平均学费 2.3 对问题所需数据的收集和分
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,6,757,49,1,0,,"每一步骤的不同目标,对数据进行预处理,统计数据预处理可采用的方法包括描 述及探索性分析、缺失值处理、异常值处理、数据变换技术、信度与效度检验、 宏观数据诊断等六大类。我们选用恰当的方法开展统计数据预处理,以保证数据 分析结论真实、有效。 其中由于2005 年的教育经费数据缺失严重，在力不能及的情况下，我们选 择跳过05 年的数据，在模型和分析上做了相关的处理"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,7,449,46,1,27,,3 D ：政府近期满意度； 1R ：高等教育的个人收益率； 2 R ：高等教育的社会收益率； Q ：高校教学质量模型； f ：生均学费； A ：国家生均补助； N ：每年校均招生人数； V ：学生大学四年总支出； C ：教育总成本； F ：每年校均经费； W ：每个家庭平均年纯收入。 注：关于钱的量如不特别说明，都以元为单位。 5． 模型的建立与求解 我们建
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,8,1308,114,1,17,appendix,5.1 模型I——学费规律模型的建立与求解 我们为了找到当前学费价格的制定规律，运用多元线性回归的方法建立了学 费规律模型。 注意：由于大专类高校的数据较难找，所以我们这里只对一本，二本类学校进行 回归分析。 5.1.1 我国普通高等学校学费情况及特点 ⑴普通高校学费的总体情况 近几年，随着我国普通高等学校招生人数的迅速增长，普通高校的生均实际 学费不断提高
